artist_name,artist_URL,song_title,song_URL,song_lyrics,song_runtime,song_year
The Beatles,artist/The-Beatles/3644,Why (Can't You Love Me Again),/lyric/34286465/The+Beatles/Why+%28Can%27t+You+Love+Me+Again%29,"Why why can't we love again?  Why why are you shy on love?  If you only knew how much I love you,  Why can't you love me again?   Why why don't you open your heart?  Why why are we so far apart?  If you only knew how much I love you,  Why can't you love me again?   I just want your loving arms around me, yeah,  I got to find a way to make you take me back.   Baby won't you tell me  Why why why why are we so far apart?  Why why don't you open your heart?  If you only knew how much I love you,  Why can't you love me again?   I just want your loving arms around me, yeah,  I got to find a way to make you take me back.   Baby won't you tell me  Why why why why are we so far apart?  Why why don't you open your heart?  If you only knew how much I love you,  Why can't you love me  Why can't you love me  Why can't you love me again?",0:02:57,2017
The Beatles,artist/The-Beatles/3644,Unchained Melody,/lyric/34599503/The+Beatles/Unchained+Melody,"Oh my love My darling I've hungered for your touch A long lonely time  And time goes by so slowly And time can do so much Are you still mine? I need your love I need your love God speed your love To me  Lonely rivers flow To the sea To the sea To the open arms Of the sea Lonely rivers sigh ""Wait for me, wait for me"" I'll be coming home Wait for me  Oh my love My darling I've hungered for your touch A long lonely time  And time goes by so slowly And time can do so much Are you still mine? I need your love I need your love God speed your love To me",0:00:00,
The Beatles,artist/The-Beatles/3644,Twist and Shout,/lyric/34282836/The+Beatles/Twist+and+Shout,"Well, shake it up baby now Twist and shout Come on, come on, come, come on baby now Come on and work it on out Well, work it on out, honey You know you look so good You know you got me goin' now Just like I know you would  Well, shake it up baby now Twist and shout Come on, come on, come, come on baby now Come on and work it on out You know you twist, little girl You know you twist so fine Come on and twist a little closer now And let me know that you're mine, woo  Ah, ah, ah, ah, wow Baby now Twist and shout Come on, come on, come, come on baby now Come on and work it on out You know you twist, little girl You know you twist so fine Come on and twist a little closer now And let me know that you're mine Well, shake it, shake it, shake it, baby now Well, shake it, shake it, shake it, baby now Well, shake it, shake it, shake it, baby now Ah, ah, ah, ah",0:00:00,
The Beatles,artist/The-Beatles/3644,She Loves You,/lyric/31969256/The+Beatles/She+Loves+You,"She loves you, yeah, yeah, yeah She loves you, yeah, yeah, yeah She loves you, yeah, yeah, yeah  You think you've lost your love Well, I saw her yesterday-yi-yay It's you she's thinking of And she told me what to say-yi-yay  She says she loves you and you know that can't be bad Yes, she loves you and you know you should be glad  She said you hurt her so She almost lost her mind And now she says she knows You're not the hurting kind  She says she loves you and you know that can't be bad Yes, she loves you and you know you should be glad  Oo, she loves you, yeah, yeah, yeah She loves you, yeah, yeah, yeah With a love like that You know you should be glad  You know it's up to you I think it's only fair Pride can hurt you too Apologize to her  Because she loves you and you know that can't be bad Yes, she loves you and you know you should be glad  Oo, she loves you, yeah, yeah, yeah She loves you, yeah, yeah, yeah With a love like that You know you should be glad With a love like that you know you should be glad With a love like that you know you should be glad Yeah, yeah, yeah, Yeah, yeah, yeah, yeah",0:00:00,
The Beatles,artist/The-Beatles/3644,A Hard Day's Night,/lyric/34954178/The+Beatles/A+Hard+Day%27s+Night,"It's been a hard day's night, and I been working like a dog It's been a hard day's night, I should be sleeping like a log But when I get home to you I'll find the things that you do Will make me feel alright  You know I work all day to get you money to buy you things And it's worth it just to hear you say you're going to give me everything So why on earth should I moan, 'cause when I get you alone You know I feel ok  When I'm home everything seems to be right When I'm home feeling you holding me tight, tight  Owww! So why on earth should I moan, 'cause when I get you alone You know I feel ok  When I'm home everything seems to be right When I'm home feeling you holding me tight, tight, yeah  It's been a hard day's night, and I been working like a dog It's been a hard day's night, I should be sleeping like a log But when I get home to you I'll find the things that you do Will make me feel alright You know I feel alright You know I feel alright...",0:00:00,
The Beatles,artist/The-Beatles/3644,Let It Be,/lyric/34406941/The+Beatles/Let+It+Be,"When I find myself in times of trouble Mother Mary comes to me Speaking words of wisdom, let it be. And in my hour of darkness She is standing right in front of me Speaking words of wisdom, let it be. Let it be, let it be. Let it be, let it be Whisper words of wisdom, let it be.  And when the broken hearted people Living in the world agree, There will be an answer, let it be. For though they may be parted there is Still a chance that they will see There will be an answer, let it be. Let it be, let it be. Yeah There will be an answer, let it be.  And when the night is cloudy, There is still a light that shines on me, Shine on until tomorrow, let it be. I wake up to the sound of music Mother Mary comes to me Speaking words of wisdom, let it be. Let it be, let it be. There will be an answer, let it be. Let it be, let it be, Whisper words of wisdom, let it be.",0:03:51,2017
The Beatles,artist/The-Beatles/3644,"Hallelujah, I Love Her So",/lyric/34041634/The+Beatles/Hallelujah%2C+I+Love+Her+So,"Let me tell you 'bout a girl I know
She is my baby and she lives next door
Every mornin' 'fore the sun comes up
She brings me coffee in my favorite cup
That's why I know, yes, I know
Hallelujah, I just love her so

When I'm in trouble and I have no friend
I know she'll go with me until the end
Everybody asks me how I know
I smile at them and say, ""She told me so""
That's why I know, oh, I know
Hallelujah, I just love her so

Now, if I call her on the telephone
And tell her that I'm all alone
By the time I count from one to four
I hear her - on my door

In the evening when the sun goes down
When there is nobody else around
She kisses me and she holds me tight
And tells me, ""Daddy, everything's all right""
That's why I know, yes, I know
Hallelujah, I just love her so

Now, if I call her on the telephone
And tell her that I'm all alone
By the time I count from one to four
I hear her - on my door

In the evening when the sun goes down
When there is nobody else around
She kisses me and she holds me tight
And tells me, ""Daddy, everything's all right""
That's why I know, yes, I know
Hallelujah, I just love her so
Oh, hallelujah
Don't you know, I just love her so?
She's my little woman, waitin' all this time
Babe, I'm a little fool for you, little girl",0:02:36,2017
The Beatles,artist/The-Beatles/3644,Twist And Shout,/lyric/33545796/The+Beatles/Twist+And+Shout,"Well, shake it up, baby, now Twist and shout Come on, come on, come, come on, baby, now Come on and work it on out Well, work it on out, honey You know you look so good You know you got me goin' now Just like I know you would  Well, shake it up, baby, now Twist and shout Come on, come on, come, come on, baby, now Come on and work it on out You know you twist, little girl You know you twist so fine Come on and twist a little closer now And let me know that you're mine, woo  Ah, ah, ah, ah, wow Baby, now Twist and shout Come on, come on, come, come on, baby, now Come on and work it on out You know you twist, little girl You know you twist so fine Come on and twist a little closer now And let me know that you're mine Well, shake it, shake it, shake it, baby, now Well, shake it, shake it, shake it, baby, now Well, shake it, shake it, shake it, baby, now Ah, ah, ah, ah",0:01:20,2016
The Beatles,artist/The-Beatles/3644,She Loves You,/lyric/33583228/The+Beatles/She+Loves+You,"She loves you, yeah, yeah, yeah She loves you, yeah, yeah, yeah She loves you, yeah, yeah, yeah  You think you've lost your love Well, I saw her yesterday-yi-yay It's you she's thinking of And she told me what to say-yi-yay  She says she loves you and you know that can't be bad Yes, she loves you and you know you should be glad  She said you hurt her so She almost lost her mind And now she says she knows You're not the hurting kind  She says she loves you and you know that can't be bad Yes, she loves you and you know you should be glad  Oo, she loves you, yeah, yeah, yeah She loves you, yeah, yeah, yeah With a love like that You know you should be glad  You know it's up to you I think it's only fair Pride can hurt you too Apologize to her  Because she loves you and you know that can't be bad Yes, she loves you and you know you should be glad  Oo, she loves you, yeah, yeah, yeah She loves you, yeah, yeah, yeah With a love like that You know you should be glad With a love like that you know you should be glad With a love like that you know you should be glad Yeah, yeah, yeah, Yeah, yeah, yeah, yeah",0:02:34,2016
The Beatles,artist/The-Beatles/3644,Hallelujah I Love Her So,/lyric/33751709/The+Beatles/Hallelujah+I+Love+Her+So,"Let me tell you 'bout a girl I know
She is my baby and she lives next door
Every mornin' 'fore the sun comes up
She brings me coffee in my favorite cup
That's why I know, yes, I know
Hallelujah, I just love her so

When I'm in trouble and I have no friend
I know she'll go with me until the end
Everybody asks me how I know
I smile at them and say, ""She told me so""
That's why I know, oh, I know
Hallelujah, I just love her so

Now, if I call her on the telephone
And tell her that I'm all alone
By the time I count from one to four
I hear her - on my door

In the evening when the sun goes down
When there is nobody else around
She kisses me and she holds me tight
And tells me, ""Daddy, everything's all right""
That's why I know, yes, I know
Hallelujah, I just love her so

Now, if I call her on the telephone
And tell her that I'm all alone
By the time I count from one to four
I hear her - on my door

In the evening when the sun goes down
When there is nobody else around
She kisses me and she holds me tight
And tells me, ""Daddy, everything's all right""
That's why I know, yes, I know
Hallelujah, I just love her so
Oh, hallelujah
Don't you know, I just love her so?
She's my little woman, waitin' all this time
Babe, I'm a little fool for you, little girl",0:02:35,2016
The Beatles,artist/The-Beatles/3644,Long Tall Sally,/lyric/33352887/The+Beatles/Long+Tall+Sally,"Gonna tell Aunt Mary 'bout Uncle John, He says he has the blues but he havin'a lotta fun Oh baby, Ye-e-e-eh baby, Woo-o-o-oh baby, Havin' me some fun tonight a lotta fun.  Well Long, Tall Sally She's built for speed, she got Everything that Uncle John needs Oh baby, Ye-e-e-eh baby, Woo-o-o-oh baby, Havin' me some fun tonight.  Well, I saw Uncle John with long tall Sally. He saw Aunt Mary comin' and he ducked back in the alley. Oh baby, Ye-e-e-eh baby, Woo-o-o-oh baby, Havin' me some fun tonight.  Well, Long, Tall Sally She's built for speed, she got Everything that Uncle John needs Oh baby, Ye-e-e-eh baby, Woo-o-o-oh baby, Havin' me some fun tonight.  Well, I saw Uncle John with long tall Sally. He saw Aunt Mary comin' and he ducked back in the alley. Oh baby, Ye-e-e-eh baby, Woo-o-o-oh baby, Havin' me some fun tonight, yeah.  We gonna have some fun tonight, We gonna have some fun tonight, woo-o-oh, Have some fun tonight, Everything all right, Have some fun, have me some fun tonight.",0:02:13,2016
The Beatles,artist/The-Beatles/3644,Twist and Shout,/lyric/6613538/The+Beatles/Twist+and+Shout,"Well, shake it up baby now Twist and shout Come on, come on, come, come on baby now Come on and work it on out Well, work it on out, honey You know you look so good You know you got me goin' now Just like I know you would  Well, shake it up baby now Twist and shout Come on, come on, come, come on baby now Come on and work it on out You know you twist, little girl You know you twist so fine Come on and twist a little closer now And let me know that you're mine, woo  Ah, ah, ah, ah, wow Baby now Twist and shout Come on, come on, come, come on baby now Come on and work it on out You know you twist, little girl You know you twist so fine Come on and twist a little closer now And let me know that you're mine Well, shake it, shake it, shake it, baby now Well, shake it, shake it, shake it, baby now Well, shake it, shake it, shake it, baby now Ah, ah, ah, ah",0:01:28,2016
The Beatles,artist/The-Beatles/3644,Twist and Shout,/lyric/33192937/The+Beatles/Twist+and+Shout,"Well, shake it up baby now Twist and shout Come on, come on, come, come on baby now Come on and work it on out Well, work it on out, honey You know you look so good You know you got me goin' now Just like I know you would  Well, shake it up baby now Twist and shout Come on, come on, come, come on baby now Come on and work it on out You know you twist, little girl You know you twist so fine Come on and twist a little closer now And let me know that you're mine, woo  Ah, ah, ah, ah, wow Baby now Twist and shout Come on, come on, come, come on baby now Come on and work it on out You know you twist, little girl You know you twist so fine Come on and twist a little closer now And let me know that you're mine Well, shake it, shake it, shake it, baby now Well, shake it, shake it, shake it, baby now Well, shake it, shake it, shake it, baby now Ah, ah, ah, ah",0:01:33,2016
The Beatles,artist/The-Beatles/3644,Twist & Shout,/lyric/33199501/The+Beatles/Twist+%26+Shout,"Well, shake it up baby now Twist and shout Come on, come on, come, come on baby now Come on and work it on out Well, work it on out, honey You know you look so good You know you got me goin' now Just like I know you would  Well, shake it up baby now Twist and shout Come on, come on, come, come on baby now Come on and work it on out You know you twist, little girl You know you twist so fine Come on and twist a little closer now And let me know that you're mine, woo  Ah, ah, ah, ah, wow Baby now Twist and shout Come on, come on, come, come on baby now Come on and work it on out You know you twist, little girl You know you twist so fine Come on and twist a little closer now And let me know that you're mine Well, shake it, shake it, shake it, baby now Well, shake it, shake it, shake it, baby now Well, shake it, shake it, shake it, baby now Ah, ah, ah, ah",0:00:00,
The Beatles,artist/The-Beatles/3644,She Loves You,/lyric/33565098/The+Beatles/She+Loves+You,"She loves you, yeah, yeah, yeah She loves you, yeah, yeah, yeah She loves you, yeah, yeah, yeah  You think you've lost your love Well, I saw her yesterday-yi-yay It's you she's thinking of And she told me what to say-yi-yay  She says she loves you and you know that can't be bad Yes, she loves you and you know you should be glad  She said you hurt her so She almost lost her mind And now she says she knows You're not the hurting kind  She says she loves you and you know that can't be bad Yes, she loves you and you know you should be glad  Oo, she loves you, yeah, yeah, yeah She loves you, yeah, yeah, yeah With a love like that You know you should be glad  You know it's up to you I think it's only fair Pride can hurt you too Apologize to her  Because she loves you and you know that can't be bad Yes, she loves you and you know you should be glad  Oo, she loves you, yeah, yeah, yeah She loves you, yeah, yeah, yeah With a love like that You know you should be glad With a love like that you know you should be glad With a love like that you know you should be glad Yeah, yeah, yeah, Yeah, yeah, yeah, yeah",0:04:30,2016
The Beatles,artist/The-Beatles/3644,Love Me Do,/lyric/33564976/The+Beatles/Love+Me+Do,"Love, love me do You know I love you I'll always be true So please, love me do Whoa, love me do  Love, love me do You know I love you I'll always be true So please, love me do Whoa, love me do  Someone to love Somebody new Someone to love Someone like you  Love, love me do You know I love you I'll always be true So please, love me do Whoa, love me do  Love, love me do You know I love you I'll always be true So please, love me do Whoa, love me do Yeah, love me do Whoa, oh, love me do",0:02:26,2016
The Beatles,artist/The-Beatles/3644,Hallelujah I Love Her So,/lyric/33339979/The+Beatles/Hallelujah+I+Love+Her+So,"Let me tell you 'bout a girl I know
She is my baby and she lives next door
Every mornin' 'fore the sun comes up
She brings me coffee in my favorite cup
That's why I know, yes, I know
Hallelujah, I just love her so

When I'm in trouble and I have no friend
I know she'll go with me until the end
Everybody asks me how I know
I smile at them and say, ""She told me so""
That's why I know, oh, I know
Hallelujah, I just love her so

Now, if I call her on the telephone
And tell her that I'm all alone
By the time I count from one to four
I hear her - on my door

In the evening when the sun goes down
When there is nobody else around
She kisses me and she holds me tight
And tells me, ""Daddy, everything's all right""
That's why I know, yes, I know
Hallelujah, I just love her so

Now, if I call her on the telephone
And tell her that I'm all alone
By the time I count from one to four
I hear her - on my door

In the evening when the sun goes down
When there is nobody else around
She kisses me and she holds me tight
And tells me, ""Daddy, everything's all right""
That's why I know, yes, I know
Hallelujah, I just love her so
Oh, hallelujah
Don't you know, I just love her so?
She's my little woman, waitin' all this time
Babe, I'm a little fool for you, little girl",0:02:35,2016
The Beatles,artist/The-Beatles/3644,She Loves You,/lyric/32957764/The+Beatles/She+Loves+You,"She loves you, yeah, yeah, yeah She loves you, yeah, yeah, yeah She loves you, yeah, yeah, yeah  You think you've lost your love Well, I saw her yesterday-yi-yay It's you she's thinking of And she told me what to say-yi-yay  She says she loves you and you know that can't be bad Yes, she loves you and you know you should be glad  She said you hurt her so She almost lost her mind And now she says she knows You're not the hurting kind  She says she loves you and you know that can't be bad Yes, she loves you and you know you should be glad  Oo, she loves you, yeah, yeah, yeah She loves you, yeah, yeah, yeah With a love like that You know you should be glad  You know it's up to you I think it's only fair Pride can hurt you too Apologize to her  Because she loves you and you know that can't be bad Yes, she loves you and you know you should be glad  Oo, she loves you, yeah, yeah, yeah She loves you, yeah, yeah, yeah With a love like that You know you should be glad With a love like that you know you should be glad With a love like that you know you should be glad Yeah, yeah, yeah, Yeah, yeah, yeah, yeah",0:00:00,
The Beatles,artist/The-Beatles/3644,I Want to Hold Your Hand,/lyric/33226508/The+Beatles/I+Want+to+Hold+Your+Hand,"Oh yeah I tell you somethin' I think you'll understand When I say that somethin' I want to hold your hand I want to hold your hand I want to hold your hand  Oh please say to me You'll let me be your man And please say to me You'll let me hold your hand Now, let me hold your hand I want to hold your hand  And when I touch you I feel happy inside It's such a feelin' that my love I can't hide I can't hide I can't hide  Yeah, you got that somethin' I think you'll understand When I say that somethin' I want to hold your hand I want to hold your hand I want to hold your hand  And when I touch you I feel happy inside It's such a feelin' that my love I can't hide I can't hide I can't hide  Yeah, you got that somethin' I think you'll understand When I feel that somethin' I want to hold your hand I want to hold your hand I want to hold your hand I want to hold your hand",0:00:00,
The Beatles,artist/The-Beatles/3644,Love Me Do,/lyric/32746926/The+Beatles/Love+Me+Do,"Love, love me do You know I love you I'll always be true So please, love me do Whoa, love me do  Love, love me do You know I love you I'll always be true So please, love me do Whoa, love me do  Someone to love Somebody new Someone to love Someone like you  Love, love me do You know I love you I'll always be true So please, love me do Whoa, love me do  Love, love me do You know I love you I'll always be true So please, love me do Whoa, love me do Yeah, love me do Whoa, oh, love me do",0:00:00,
The Beatles,artist/The-Beatles/3644,Love Me Do,/lyric/32278008/The+Beatles/Love+Me+Do,"Love, love me do You know I love you I'll always be true So please, love me do Whoa, love me do  Love, love me do You know I love you I'll always be true So please, love me do Whoa, love me do  Someone to love Somebody new Someone to love Someone like you  Love, love me do You know I love you I'll always be true So please, love me do Whoa, love me do  Love, love me do You know I love you I'll always be true So please, love me do Whoa, love me do Yeah, love me do Whoa, oh, love me do",0:00:00,
The Beatles,artist/The-Beatles/3644,Love Me Do,/lyric/32278028/The+Beatles/Love+Me+Do,"Love, love me do You know I love you I'll always be true So please, love me do Whoa, love me do  Love, love me do You know I love you I'll always be true So please, love me do Whoa, love me do  Someone to love Somebody new Someone to love Someone like you  Love, love me do You know I love you I'll always be true So please, love me do Whoa, love me do  Love, love me do You know I love you I'll always be true So please, love me do Whoa, love me do Yeah, love me do Whoa, oh, love me do",0:00:00,
The Beatles,artist/The-Beatles/3644,Can't Buy Me Love,/lyric/31727902/The+Beatles/Can%27t+Buy+Me+Love,"You say you want a revolution Well, you know We all want to change the world You tell me that it's evolution Well, you know We all want to change the world  But when you talk about destruction Don't you know that you can count me out Don't you know it's gonna be  All right, all right, all right  You say you got a real solution Well, you know We'd all love to see the plan You ask me for a contribution Well, you know We're doing what we can  But if you want money for people with minds that hate All I can tell is brother you have to wait Don't you know it's gonna be  All right, all right, all right  You say you'll change the constitution Well, you know We all want to change your head You tell me it's the institution Well, you know You better free you mind instead  But if you go carrying pictures of chairman Mao You ain't going to make it with anyone anyhow Don't you know it's gonna be  All right, all right, all right All right, all right, all right All right, all right, all right All right, all right",0:02:11,2015
The Beatles,artist/The-Beatles/3644,And Your Bird Can Sing,/lyric/32293311/The+Beatles/And+Your+Bird+Can+Sing,"You say you've got everything you want And your bird can sing But you don't get me You don't get me  You say you've seen the seven wonders And you bird is green But you can't see me You can't see me  When your prized possessions Start to weigh you down Look in my direction I'll be round, I'll be round  When your bird is broken Will it bring you down You may be awoken I'll be round, I'll be round  You tell me that you've heard every sound there is And your bird can swing But you can't hear me You can't hear me",0:02:10,2015
The Beatles,artist/The-Beatles/3644,Love Me Do,/lyric/32014095/The+Beatles/Love+Me+Do,"Love, love me do You know I love you I'll always be true So please, love me do Whoa, love me do  Love, love me do You know I love you I'll always be true So please, love me do Whoa, love me do  Someone to love Somebody new Someone to love Someone like you  Love, love me do You know I love you I'll always be true So please, love me do Whoa, love me do  Love, love me do You know I love you I'll always be true So please, love me do Whoa, love me do Yeah, love me do Whoa, oh, love me do",0:02:25,2015
The Beatles,artist/The-Beatles/3644,Love Me Do,/lyric/31727891/The+Beatles/Love+Me+Do,"Love, love me do You know I love you I'll always be true So please, love me do Whoa, love me do  Love, love me do You know I love you I'll always be true So please, love me do Whoa, love me do  Someone to love Somebody new Someone to love Someone like you  Love, love me do You know I love you I'll always be true So please, love me do Whoa, love me do  Love, love me do You know I love you I'll always be true So please, love me do Whoa, love me do Yeah, love me do Whoa, oh, love me do",0:02:22,2015
The Beatles,artist/The-Beatles/3644,Love Me Do,/lyric/31878126/The+Beatles/Love+Me+Do,"Love, love me do You know I love you I'll always be true So please, love me do Whoa, love me do  Love, love me do You know I love you I'll always be true So please, love me do Whoa, love me do  Someone to love Somebody new Someone to love Someone like you  Love, love me do You know I love you I'll always be true So please, love me do Whoa, love me do  Love, love me do You know I love you I'll always be true So please, love me do Whoa, love me do Yeah, love me do Whoa, oh, love me do",0:02:23,2015
The Beatles,artist/The-Beatles/3644,"Hallelujah, I Love Her So",/lyric/34355866/The+Beatles/Hallelujah%2C+I+Love+Her+So,"Let me tell you 'bout a girl I know
She is my baby and she lives next door
Every mornin' 'fore the sun comes up
She brings me coffee in my favorite cup
That's why I know, yes, I know
Hallelujah, I just love her so

When I'm in trouble and I have no friend
I know she'll go with me until the end
Everybody asks me how I know
I smile at them and say, ""She told me so""
That's why I know, oh, I know
Hallelujah, I just love her so

Now, if I call her on the telephone
And tell her that I'm all alone
By the time I count from one to four
I hear her - on my door

In the evening when the sun goes down
When there is nobody else around
She kisses me and she holds me tight
And tells me, ""Daddy, everything's all right""
That's why I know, yes, I know
Hallelujah, I just love her so

Now, if I call her on the telephone
And tell her that I'm all alone
By the time I count from one to four
I hear her - on my door

In the evening when the sun goes down
When there is nobody else around
She kisses me and she holds me tight
And tells me, ""Daddy, everything's all right""
That's why I know, yes, I know
Hallelujah, I just love her so
Oh, hallelujah
Don't you know, I just love her so?
She's my little woman, waitin' all this time
Babe, I'm a little fool for you, little girl",0:02:36,2014
